Country,Year,NGDP,NDispIncome,NFinalConsumption,NSavings
Australia,1959,16602,13932,11341,2592
Australia,1960,17560,14724,12090,2634
Australia,1961,17779,14966,12541,2425
Australia,1962,19222,16112,13367,2745
Australia,1963,21240,17893,14491,3402
Australia,1964,23182,19452,15848,3604
Australia,1965,24366,20317,17059,3259
Australia,1966,27163,22595,18538,4057
Australia,1967,29187,24110,20384,3726
Australia,1968,32733,27149,22135,5013
Australia,1969,36881,30317,24617,5700
Australia,1970,40344,33395,27373,6022
Australia,1971,44515,37089,30518,6571
Australia,1972,49782,42036,34140,7895
Australia,1973,60323,50806,40709,10096
Australia,1974,71199,60845,51393,9452
Australia,1975,83276,70757,60933,9823
Australia,1976,96130,81284,70835,10448
Australia,1977,104974,87742,78948,8794
Australia,1978,118659,99542,87286,12256
Australia,1979,134524,112935,97806,15129
Australia,1980,152282,128759,111828,16931
Australia,1981,175781,145967,129067,16900
Australia,1982,189313,157748,146390,11358
Australia,1983,213667,177735,159845,17889
Australia,1984,235280,195558,173621,21937
Australia,1985,260590,214168,195575,18593
Australia,1986,286185,232989,216133,16857
Australia,1987,324545,265047,237751,27296
Australia,1988,368358,298823,264223,34600
Australia,1989,404698,325031,292222,32809
Australia,1990,415444,329571,312604,16967
Australia,1991,423498,335337,329801,5535
Australia,1992,444569,356643,342743,13900
Australia,1993,467210,376402,355395,21007
Australia,1994,496150,395258,377220,18038
Australia,1995,529598,424157,400683,23474
Australia,1996,557246,449543,417335,32208
Australia,1997,589394,474866,443919,30947
Australia,1998,621000,499722,473121,26601
Australia,1999,661515,534186,501122,33064
Australia,2000,706042,568437,539424,29013
Australia,2001,754228,609024,570024,39000
Australia,2002,801587,647550,610775,36775
Australia,2003,862219,697905,652161,45744
Australia,2004,922845,736872,694793,42079
Australia,2005,998458,795023,740339,54684
Australia,2006,1087440,860083,802132,57951
Australia,2007,1178809,937991,866104,71887
Australia,2008,1259280,1007858,906581,101277
Australia,2009,1297508,1029077,952605,76472
Australia,2010,1410442,1124887,1013365,111522
Australia,2011,1491741,1207046,1070745,136301
Australia,2012,1527529,1237408,1110409,126999
Australia,2013,1589940,1278931,1161670,117261
Australia,2014,1617016,1296260,1208049,88211
Australia,2015,1654864,1323513,1265996,57516
Australia,2016,1714573,..,..,..
Austria,1970,28977,24570,20060,4209
Austria,1971,32349,27430,22484,4630
Austria,1972,36969,31305,25405,5483
Austria,1973,41896,35485,28785,6232
Austria,1974,47686,40374,32985,6918
Austria,1975,50581,42665,37103,5572
Austria,1976,55872,47338,41476,5944
Austria,1977,61762,52078,46281,5844
Austria,1978,65326,54851,48158,6782
Austria,1979,71657,60324,52473,7982
Austria,1980,76966,64449,56896,7636
Austria,1981,82017,68154,61806,6325
Austria,1982,88147,73250,66930,6261
Austria,1983,93920,78419,72457,5843
Austria,1984,98619,82262,75047,7157
Austria,1985,104079,86984,79309,7616
Austria,1986,109616,91278,82887,8353
Austria,1987,113811,94656,85894,8726
Austria,1988,119357,99853,89185,10727
Austria,1989,127673,106854,94566,12411
Austria,1990,137217,115029,101254,13943
Austria,1991,147109,122396,108099,14451
Austria,1992,155414,129236,115799,13488
Austria,1993,160540,133107,120820,12233
Austria,1994,168548,139553,126536,12971
Austria,1995,176183,145472,131192,14280
Austria,1996,182133,150826,136578,14248
Austria,1997,188310,154973,139979,14994
Austria,1998,195828,160791,144591,16200
Austria,1999,203418,166081,149316,16765
Austria,2000,213196,173803,155696,18107
Austria,2001,220096,178090,160799,17291
Austria,2002,226303,184959,163768,21192
Austria,2003,230999,189048,169049,19999
Austria,2004,241505,198209,176008,22201
Austria,2005,253009,207176,185508,21668
Austria,2006,266478,220619,193717,26902
Austria,2007,282347,233607,200510,33097
Austria,2008,291930,242906,208263,34643
Austria,2009,286188,233139,212781,20358
Austria,2010,294628,242531,218090,24442
Austria,2011,308630,253178,226241,26937
Austria,2012,317117,258567,232722,25846
Austria,2013,322539,261717,237338,24379
Austria,2014,330418,268340,242022,26319
Austria,2015,339896,273270,246806,26463
Belgium,1970,33280,28851,22948,5707
Belgium,1971,36460,31588,25609,5810
Belgium,1972,40817,35410,28869,6406
Belgium,1973,46377,40348,33000,7175
Belgium,1974,54395,47224,38470,8622
Belgium,1975,60199,52074,44675,7432
Belgium,1976,68420,59673,50615,9123
Belgium,1977,73997,63983,55720,8282
Belgium,1978,79466,68746,60259,8685
Belgium,1979,84991,73041,65584,7536
Belgium,1980,92431,77267,72039,5404
Belgium,1981,96909,80268,78251,2335
Belgium,1982,104866,86518,85171,1723
Belgium,1983,111098,91566,90438,1537
Belgium,1984,120029,99696,96293,3762
Belgium,1985,127658,106631,102747,4258
Belgium,1986,133620,112087,106197,6212
Belgium,1987,139005,117340,109787,7836
Belgium,1988,148727,126090,113486,12730
Belgium,1989,161270,136588,120986,15660
Belgium,1990,171007,144940,127854,17128
Belgium,1991,179151,152089,136174,16039
Belgium,1992,188123,159218,141957,17366
Belgium,1993,193753,165194,145917,19332
Belgium,1994,204194,175545,152676,22835
Belgium,1995,211616,180726,158101,22625
Belgium,1996,215942,183303,163045,20258
Belgium,1997,225969,192144,167845,24299
Belgium,1998,234490,198797,174164,24633
Belgium,1999,244226,206133,179475,26659
Belgium,2000,258222,218451,190005,28445
Belgium,2001,265788,222604,196847,25757
Belgium,2002,275065,229522,203083,26440
Belgium,2003,282637,234250,208974,25276
Belgium,2004,298711,246399,217471,28928
Belgium,2005,311481,255827,226523,29304
Belgium,2006,326662,267805,236462,31342
Belgium,2007,344713,283268,247278,35990
Belgium,2008,354066,290935,261250,29685
Belgium,2009,348781,276251,265328,10923
Belgium,2010,365101,301770,275692,26078
Belgium,2011,379106,304361,286197,18164
Belgium,2012,387500,314594,295193,19401
Belgium,2013,391712,313999,300286,13714
Belgium,2014,400805,318378,304431,13947
Belgium,2015,410351,324703,308252,16451
Canada,1970,91703,76261,70150,6264
Canada,1971,100092,83337,76632,6864
Canada,1972,111770,93505,85563,7974
Canada,1973,131135,109778,97646,11197
Canada,1974,156641,130800,115134,14132
Canada,1975,176555,146935,134940,12214
Canada,1976,203373,169030,153926,14904
Canada,1977,224707,185970,172457,14369
Canada,1978,249015,204923,191100,15136
Canada,1979,284301,233135,212742,20269
Canada,1980,319702,261298,239623,21945
Canada,1981,367121,297002,271479,25523
Canada,1982,386773,308337,295463,12874
Canada,1983,419691,339004,321885,17119
Canada,1984,460243,372986,347893,25093
Canada,1985,498075,404924,378611,26313
Canada,1986,524450,425015,405978,19037
Canada,1987,571926,466955,436625,30330
Canada,1988,624401,510672,471082,39590
Canada,1989,669026,544839,509135,35704
Canada,1990,692997,560142,543016,17126
Canada,1991,699253,566725,568055,-1330
Canada,1992,716019,577475,587866,-10391
Canada,1993,744608,603694,606779,-3085
Canada,1994,789507,639504,625398,14106
Canada,1995,828973,673872,641969,31903
Canada,1996,857023,697284,661087,36197
Canada,1997,903902,737582,693118,44464
Canada,1998,937295,758261,720697,37564
Canada,1999,1004456,815896,758782,57114
Canada,2000,1102380,908658,811418,97240
Canada,2001,1140505,933318,850842,82476
Canada,2002,1189452,976292,901520,74772
Canada,2003,1250315,1032883,944959,87924
Canada,2004,1331178,1108333,986794,121539
Canada,2005,1417028,1181910,1039827,142083
Canada,2006,1492207,1247184,1099307,147877
Canada,2007,1573532,1312377,1164057,148320
Canada,2008,1652923,1370338,1225894,144444
Canada,2009,1567365,1268538,1246307,22231
Canada,2010,1662130,1356139,1304141,51998
Canada,2011,1769921,1452724,1363718,89006
Canada,2012,1822808,1492080,1405369,86711
Canada,2013,1897531,1555537,1455081,100456
Canada,2014,1983117,1622646,1515690,106956
Canada,2015,1986193,1611391,1561468,49923
Canada,2016,2026833,1644681,1610576,34105
Chile,1986,3876576,..,..,..
Chile,1987,5147919,..,..,..
Chile,1988,6709478,..,..,..
Chile,1989,8337393,..,..,..
Chile,1990,10482219,..,..,..
Chile,1991,13719083,..,..,..
Chile,1992,17216703,..,..,..
Chile,1993,20379314,..,..,..
Chile,1994,24257090,..,..,..
Chile,1995,29336967,..,..,..
Chile,1996,32049653,31226467,23647150,7579317
Chile,1997,35593645,34715933,26498295,8217638
Chile,1998,37542890,36906748,28698425,8208323
Chile,1999,38306647,37534759,29470834,8063924
Chile,2000,42094989,40903666,32091479,8812186
Chile,2001,45287945,44045633,34470164,9575470
Chile,2002,48328915,46851091,36579159,10271933
Chile,2003,52643474,50028208,39079518,10948691
Chile,2004,60546525,56446629,42609869,13836760
Chile,2005,68882768,64141859,47916828,16225031
Chile,2006,82018171,74116378,53346314,20770064
Chile,2007,90428771,82237338,59841750,22395588
Chile,2008,93847932,88625492,67635211,20990281
Chile,2009,96443761,91113627,69577702,21535925
Chile,2010,110998729,105842974,79168033,26674941
Chile,2011,121319462,116015645,88708362,27307283
Chile,2012,129027553,124719951,96338960,28380991
Chile,2013,137229576,133178696,104759109,28419587
Chile,2014,147568108,144326011,113552915,30773096
Chile,2015,157510721,154673911,122694230,31979681
Czech Republic,1990,723790,..,517925,..
Czech Republic,1991,871253,..,603820,..
Czech Republic,1992,973958,730622,703010,50981
Czech Republic,1993,1179304,933263,839542,92531
Czech Republic,1994,1363398,1080928,964750,115328
Czech Republic,1995,1580115,1241656,1094136,147520
Czech Republic,1996,1812622,1418560,1254128,164432
Czech Republic,1997,1953311,1499418,1402306,97112
Czech Republic,1998,2142587,1640318,1498092,142226
Czech Republic,1999,2237300,1692818,1592714,100104
Czech Republic,2000,2372630,1786873,1669201,117672
Czech Republic,2001,2562679,1917714,1784587,133127
Czech Republic,2002,2674634,1995571,1900800,94771
Czech Republic,2003,2801163,2101696,2017896,83800
Czech Republic,2004,3057660,2270953,2134201,136752
Czech Republic,2005,3257972,2425893,2230981,194912
Czech Republic,2006,3507131,2572460,2355176,217284
Czech Republic,2007,3831819,2794371,2506801,287570
Czech Republic,2008,4015346,2918286,2678872,239414
Czech Republic,2009,3921827,2776748,2729612,47136
Czech Republic,2010,3953651,2776151,2756756,19395
Czech Republic,2011,4033755,2828681,2791888,36793
Czech Republic,2012,4059912,2894434,2801813,92621
Czech Republic,2013,4098128,2911306,2851036,60270
Czech Republic,2014,4313789,3046757,2922816,123941
Czech Republic,2015,4554615,3238612,3029383,209229
Denmark,1966,81736,70351,61520,9697
Denmark,1967,90035,77384,68638,9467
Denmark,1968,100310,86505,76005,11478
Denmark,1969,114335,98748,85257,14966
Denmark,1970,126496,108769,95766,14187
Denmark,1971,139786,120349,105881,15797
Denmark,1972,159600,137111,116788,22749
Denmark,1973,184265,160028,136230,26649
Denmark,1974,206621,177291,156443,22695
Denmark,1975,231291,197288,180232,17649
Denmark,1976,268408,231459,210688,21649
Denmark,1977,298157,257291,234114,24173
Denmark,1978,332427,287732,260351,28843
Denmark,1979,369900,314486,291721,22659
Denmark,1980,399402,333367,318700,12302
Denmark,1981,437213,358103,353938,-1133
Denmark,1982,499247,405714,400841,-1092
Denmark,1983,550423,447509,434120,8714
Denmark,1984,607657,495832,469891,23405
Denmark,1985,659314,536789,506556,27998
Denmark,1986,710392,579994,540399,38830
Denmark,1987,746619,607485,566103,40559
Denmark,1988,774876,628425,586218,41214
Denmark,1989,817915,656944,612953,42922
Denmark,1990,854614,683036,629722,54004
Denmark,1991,888889,703619,658745,43192
Denmark,1992,921657,734204,682940,50566
Denmark,1993,926957,737312,697518,36313
Denmark,1994,993175,795237,747952,44568
Denmark,1995,1036483,834885,773260,61625
Denmark,1996,1088024,876577,808106,68472
Denmark,1997,1146129,925388,843331,82057
Denmark,1998,1185988,957794,880843,76951
Denmark,1999,1241521,997958,907708,90251
Denmark,2000,1326912,1052784,941283,111501
Denmark,2001,1371526,1096954,974255,122699
Denmark,2002,1410271,1124680,1012645,112035
Denmark,2003,1436751,1147600,1038529,109071
Denmark,2004,1506001,1216778,1094254,122524
Denmark,2005,1585984,1297177,1146493,150684
Denmark,2006,1682260,1389957,1204639,185318
Denmark,2007,1738845,1416162,1248925,167237
Denmark,2008,1801470,1463290,1305931,157358
Denmark,2009,1722143,1390975,1315968,75008
Denmark,2010,1810926,1483304,1357797,125507
Denmark,2011,1846854,1526264,1375510,150754
Denmark,2012,1895002,1567487,1412034,155453
Denmark,2013,1929677,1618061,1422205,195857
Denmark,2014,1977255,1680646,1444369,236277
Denmark,2015,2027171,1724237,1476664,247573
Denmark,2016,2060868,1740496,1504603,235893
Estonia,1993,1472,..,1136,..
Estonia,1994,2023,..,1624,..
Estonia,1995,2779,..,2199,..
Estonia,1996,3649,..,2920,..
Estonia,1997,4495,..,3504,..
Estonia,1998,5049,..,3932,..
Estonia,1999,5379,..,4206,..
Estonia,2000,6171,5271,4556,715
Estonia,2001,6976,5920,5096,824
Estonia,2002,7774,6551,5734,816
Estonia,2003,8709,7264,6373,891
Estonia,2004,9708,8021,7099,922
Estonia,2005,11262,9411,8070,1341
Estonia,2006,13522,11078,9518,1562
Estonia,2007,16246,13092,11270,1825
Estonia,2008,16517,13403,12011,1392
Estonia,2009,14146,11421,10533,888
Estonia,2010,14717,11670,10650,1020
Estonia,2011,16668,13489,11528,1961
Estonia,2012,17935,14614,12440,2175
Estonia,2013,18890,15526,13313,2213
Estonia,2014,19758,16157,13942,2215
Estonia,2015,20252,16578,14710,1868
Finland,1970,8029,6889,5535,1439
Finland,1971,8823,7496,6088,1493
Finland,1972,10290,8719,7155,1656
Finland,1973,12524,10581,8512,2199
Finland,1974,15783,13238,10483,2934
Finland,1975,18248,15110,12802,2426
Finland,1976,20714,17070,14850,2316
Finland,1977,22720,18468,16496,2036
Finland,1978,25126,20419,18155,2343
Finland,1979,29151,23940,20628,3466
Finland,1980,33682,27526,23581,4134
Finland,1981,38094,30861,26879,4153
Finland,1982,42831,34664,30689,4120
Finland,1983,47790,38480,34363,4251
Finland,1984,53498,43164,38048,5312
Finland,1985,58285,47052,42091,5118
Finland,1986,62740,50676,45501,5328
Finland,1987,67751,54469,49362,5229
Finland,1988,76754,61839,54415,7715
Finland,1989,85929,68003,60311,7968
Finland,1990,91010,70619,64992,5693
Finland,1991,86962,65494,67431,-2547
Finland,1992,84852,62832,67013,-4983
Finland,1993,85748,63291,66471,-3891
Finland,1994,90768,68476,68193,-138
Finland,1995,98556,77217,71828,5389
Finland,1996,102060,80338,75256,5082
Finland,1997,110738,88744,79119,9625
Finland,1998,120382,96484,83924,12560
Finland,1999,126923,102789,87730,15059
Finland,2000,136261,110831,92126,18705
Finland,2001,144437,118213,97651,20562
Finland,2002,148289,121813,102433,19380
Finland,2003,151569,122821,107607,15214
Finland,2004,158477,130516,112215,18301
Finland,2005,164387,134221,117216,17005
Finland,2006,172614,141891,123274,18617
Finland,2007,186584,152821,129987,22834
Finland,2008,193711,157172,138087,19085
Finland,2009,181029,145682,139052,6630
Finland,2010,187100,152084,144253,7831
Finland,2011,196869,159081,152262,6819
Finland,2012,199793,160643,157790,2853
Finland,2013,203338,162272,161588,684
Finland,2014,205474,165253,164346,907
Finland,2015,209511,168958,166847,2111
France,1950,15539,..,11818,..
France,1951,19575,..,14889,..
France,1952,22814,..,17543,..
France,1953,23663,..,18412,..
France,1954,25136,..,19257,..
France,1955,27016,..,20447,..
France,1956,29782,..,23060,..
France,1957,33622,..,25510,..
France,1958,38817,..,28751,..
France,1959,42362,..,31314,..
France,1960,46951,..,33838,..
France,1961,50905,..,36996,..
France,1962,57058,..,41596,..
France,1963,63968,..,46951,..
France,1964,70951,..,51400,..
France,1965,76629,..,54996,..
France,1966,83045,..,59449,..
France,1967,89797,..,64479,..
France,1968,97966,..,71010,..
France,1969,112707,..,81333,..
France,1970,126115,..,90093,..
France,1971,140697,..,101035,..
France,1972,157094,..,112645,..
France,1973,180141,..,128350,..
France,1974,210081,..,151445,..
France,1975,236640,..,175656,..
France,1976,273411,..,203857,..
France,1977,307693,..,229766,..
France,1978,349630,297290,261298,35992
France,1979,399430,339515,298936,40579
France,1980,453211,383929,343906,40023
France,1981,511673,430757,399346,31411
France,1982,587952,491373,462972,28401
France,1983,652816,541916,513188,28729
France,1984,709648,589679,558769,30910
France,1985,760509,635958,603111,32847
France,1986,817854,689244,641778,47466
France,1987,859827,725314,678805,46509
France,1988,929444,783416,719826,63589
France,1989,1001897,844866,767018,77847
France,1990,1058627,891061,809943,81118
France,1991,1097112,914065,843067,70998
France,1992,1136841,950562,881187,69375
France,1993,1148404,959328,906260,53068
France,1994,1186345,990445,929440,61005
France,1995,1224967,1026440,956199,70242
France,1996,1258950,1060725,991721,69005
France,1997,1299739,1099911,1010522,89388
France,1998,1358776,1154692,1044061,110631
France,1999,1408159,1203306,1077776,125530
France,2000,1485303,1263444,1136645,126799
France,2001,1544629,1309319,1184046,125273
France,2002,1594259,1337075,1229274,107801
France,2003,1637438,1374057,1274119,99938
France,2004,1710760,1437414,1327128,110286
France,2005,1771978,1487000,1382829,104171
France,2006,1853267,1552971,1439283,113688
France,2007,1945670,1628156,1501661,126495
France,2008,1995850,1661180,1550046,111134
France,2009,1939017,1589558,1553540,36018
France,2010,1998481,1646978,1598200,48778
France,2011,2059284,1698820,1634071,64749
France,2012,2086929,1694150,1659313,34837
France,2013,2115257,1713039,1683217,29822
France,2014,2139964,1727771,1700762,27009
France,2015,2181063,1778281,1723361,54920
Germany,1970,402370,361834,290003,66550
Germany,1971,446602,399858,327607,67337
Germany,1972,486917,434416,361979,67882
Germany,1973,542318,484051,404310,74791
Germany,1974,586952,520622,444475,72068
Germany,1975,614837,543398,487628,54578
Germany,1976,666600,590996,524491,64452
Germany,1977,710274,629524,560659,66934
Germany,1978,757585,672387,594464,75295
Germany,1979,822784,726563,647406,76970
Germany,1980,879859,772411,703233,68789
Germany,1981,921446,803183,746688,58088
Germany,1982,959853,832902,773936,60569
Germany,1983,1002322,872665,806732,67075
Germany,1984,1051117,916328,841753,75083
Germany,1985,1098440,959100,871990,86471
Germany,1986,1157267,1011388,900257,107965
Germany,1987,1188510,1035582,932126,101550
Germany,1988,1253407,1099024,973751,121249
Germany,1989,1339739,1177429,1029149,142148
Germany,1990,1458040,1260169,1102887,150903
Germany,1991,1579800,1314334,1183475,128727
Germany,1992,1695320,1413559,1280862,130986
Germany,1993,1748550,1441586,1331363,110292
Germany,1994,1830290,1503646,1390058,113760
Germany,1995,1898880,1559439,1439175,120264
Germany,1996,1926320,1582555,1472564,109991
Germany,1997,1967090,1610472,1495661,114811
Germany,1998,2018230,1645851,1520460,125391
Germany,1999,2064880,1681859,1565451,116408
Germany,2000,2116480,1719843,1604454,115389
Germany,2001,2179850,1768370,1654996,113374
Germany,2002,2209290,1780261,1672559,107702
Germany,2003,2220080,1791771,1701664,90107
Germany,2004,2270620,1872079,1722003,150076
Germany,2005,2300860,1897916,1751547,146369
Germany,2006,2393250,2001750,1793235,208515
Germany,2007,2513230,2094938,1824640,270298
Germany,2008,2561740,2110971,1874300,236671
Germany,2009,2460280,2032516,1894248,138268
Germany,2010,2580060,2134401,1939610,194791
Germany,2011,2703120,2262696,2001224,261472
Germany,2012,2758260,2294981,2057742,237239
Germany,2013,2826240,2345610,2107888,237722
Germany,2014,2923930,2431855,2155414,276441
Germany,2015,3032820,2524605,2219674,304931
Greece,1960,380,358,341,0
Greece,1961,435,411,369,0
Greece,1962,457,433,393,0
Greece,1963,517,490,427,0
Greece,1964,585,556,479,0
Greece,1965,674,639,537,0
Greece,1966,753,711,595,0
Greece,1967,813,765,655,0
Greece,1968,885,833,709,-1
Greece,1969,1018,959,779,-1
Greece,1970,1151,1084,876,-1
Greece,1971,1279,1213,951,-1
Greece,1972,1480,1402,1054,-1
Greece,1973,1934,1832,1295,-2
Greece,1974,2222,2095,1633,-2
Greece,1975,2673,2511,2006,-2
Greece,1976,3326,3118,2437,-3
Greece,1977,3894,3637,2996,-3
Greece,1978,4752,4402,3651,-3
Greece,1979,5897,5462,4512,-4
Greece,1980,7079,6546,5527,-4
Greece,1981,8476,7773,6847,-4
Greece,1982,10660,9781,8599,-5
Greece,1983,12719,11592,10503,-5
Greece,1984,15818,14312,12741,-7
Greece,1985,19300,17309,15487,-9
Greece,1986,23063,20497,18442,-10
Greece,1987,25981,23381,22001,-8
Greece,1988,31614,28754,26227,-13
Greece,1989,37573,34053,31889,-13
Greece,1990,45347,41837,39119,-16
Greece,1991,56005,51940,47722,-22
Greece,1992,64743,60303,55940,-24
Greece,1993,72899,67490,63704,-23
Greece,1994,82671,76658,71668,-29
Greece,1995,92672,85695,81587,-27
Greece,1996,101822,93325,89460,-28
Greece,1997,112676,103050,97987,-33
Greece,1998,122519,111569,106261,-35
Greece,1999,130546,116355,111917,-33
Greece,2000,141024,124965,121636,-31
Greece,2001,151524,134422,130367,52
Greece,2002,162066,142612,141427,-505
Greece,2003,178432,153684,149812,-78
Greece,2004,191714,164647,160535,-90
Greece,2005,201599,170629,172190,-1139
Greece,2006,217861,182786,183767,-981
Greece,2007,232695,191921,198612,-6691
Greece,2008,241990,197780,213183,-15403
Greece,2009,237534,193362,217205,-23843
Greece,2010,226032,181983,206992,-25009
Greece,2011,207029,162811,189782,-26971
Greece,2012,191204,154590,175232,-20642
Greece,2013,180655,146783,164777,-17994
Greece,2014,177941,143778,161228,-17450
Greece,2015,175698,141089,158174,-17085
Hungary,1991,2589626,..,2067736,..
Hungary,1992,3050215,..,2546723,..
Hungary,1993,3677942,..,3218768,..
Hungary,1994,4524334,..,3781595,..
Hungary,1995,5819221,4507768,4469414,38354
Hungary,1996,7103898,5425076,5302108,122968
Hungary,1997,8812386,6693574,6403702,289872
Hungary,1998,10433144,7969187,7578721,390466
Hungary,1999,11637865,8813418,8757616,55802
Hungary,2000,13321531,10228145,10034442,193703
Hungary,2001,15383442,11927707,11510534,417173
Hungary,2002,17421576,13665887,13276693,389194
Hungary,2003,19077348,15139168,15102759,36409
Hungary,2004,21023630,16508575,16158394,350181
Hungary,2005,22470802,17514231,17258575,255656
Hungary,2006,24153022,18771228,18198246,572982
Hungary,2007,25560380,19436119,19185072,251047
Hungary,2008,27071868,20750985,20273891,477094
Hungary,2009,26297412,20335972,19881219,454753
Hungary,2010,27085900,20814432,20030956,783476
Hungary,2011,28166115,21638635,20664035,974600
Hungary,2012,28660518,21981117,21151200,829917
Hungary,2013,30127349,23803906,21666716,2137190
Hungary,2014,32400148,25271868,22745988,2525880
Hungary,2015,33999012,26220594,23586743,2633851
Iceland,1970,470,368,336,48
Iceland,1971,598,479,428,70
Iceland,1972,751,598,539,83
Iceland,1973,1054,832,720,142
Iceland,1974,1535,1221,1108,164
Iceland,1975,2191,1686,1571,190
Iceland,1976,3082,2400,2140,356
Iceland,1977,4451,3532,3089,577
Iceland,1978,6901,5454,4881,795
Iceland,1979,10196,8024,7368,1006
Iceland,1980,16440,12956,11755,1746
Iceland,1981,25571,19933,18720,1651
Iceland,1982,40136,30690,30168,351
Iceland,1983,69632,52000,52435,-1552
Iceland,1984,91998,69586,69325,-706
Iceland,1985,125517,95737,97275,-4058
Iceland,1986,166182,129202,126605,2129
Iceland,1987,216364,173650,170398,2475
Iceland,1988,266182,212757,208911,2807
Iceland,1989,327899,255966,253765,-574
Iceland,1990,382062,298788,298588,-4527
Iceland,1991,413097,331001,328871,-1907
Iceland,1992,412928,334043,331865,-1878
Iceland,1993,426015,345598,333828,13549
Iceland,1994,452881,368038,350072,23273
Iceland,1995,467000,383743,366499,21841
Iceland,1996,501454,419114,395495,31645
Iceland,1997,541378,458577,423499,49659
Iceland,1998,605197,516443,476471,56687
Iceland,1999,650488,554078,528632,32428
Iceland,2000,703305,594912,579529,15383
Iceland,2001,793628,669118,620345,48774
Iceland,2002,843255,746173,664711,81462
Iceland,2003,867129,754094,709426,44668
Iceland,2004,961859,814961,776577,38384
Iceland,2005,1051241,875276,867726,7551
Iceland,2006,1196095,958992,970675,-11683
Iceland,2007,1364052,1106934,1082235,24699
Iceland,2008,1551434,981113,1184373,-203260
Iceland,2009,1593337,997591,1213166,-215575
Iceland,2010,1620293,1054796,1230545,-175749
Iceland,2011,1701585,1184901,1301213,-116311
Iceland,2012,1778499,1297289,1385980,-88691
Iceland,2013,1891244,1546960,1448902,98058
Iceland,2014,2006018,1650090,1532801,117289
Iceland,2015,2213543,..,1623487,..
Ireland,1970,2328,2185,2020,166
Ireland,1971,2663,2484,2305,184
Ireland,1972,3215,2996,2683,277
Ireland,1973,3881,3635,3227,352
Ireland,1974,4293,4049,3820,265
Ireland,1975,5449,5163,4688,443
Ireland,1976,6687,6180,5740,457
Ireland,1977,8196,7635,6919,661
Ireland,1978,9710,8899,8164,714
Ireland,1979,11377,10377,9863,639
Ireland,1980,13451,11969,11982,396
Ireland,1981,16323,14292,14571,325
Ireland,1982,19230,16334,15917,790
Ireland,1983,21238,17835,17446,824
Ireland,1984,23576,19606,19010,1000
Ireland,1985,25564,21187,20773,951
Ireland,1986,27122,22575,22192,980
Ireland,1987,29010,24012,23221,1285
Ireland,1988,31515,25858,24681,1577
Ireland,1989,35188,28484,26975,1860
Ireland,1990,37889,31368,28329,2982
Ireland,1991,39316,32770,29935,2801
